src_port,dst_port,bytes_received,connection_duration_ms,payload_entropy,packet_size,is_repeated_src,label,source_attack_type
36228,9999,105,0,3.6022719166327923,147,True,0,normal
13430,9999,0,0,2.182477803924195,0,True,1,neptune
28716,9999,209,0,4.246494342351549,263,True,0,normal
10271,9999,352,0,3.716923571917081,1024,True,0,normal
48423,9999,0,0,0.8982696944785481,0,True,1,neptune
53296,9999,348,0,4.215387888854476,1024,False,0,normal
49946,9999,0,0,0.9956396623934838,0,True,1,neptune
46496,9999,0,0,1.1729495731370847,0,True,1,neptune
16193,9999,0,0,3.7168054483271384,0,True,1,satan
35237,9999,9,0,3.436014667718662,170,False,0,normal
7783,9999,0,0,1.3223151638819552,0,True,1,neptune
25174,9999,187,0,3.9635511976589344,1024,True,0,normal
33654,9999,0,0,0.7504773269706423,0,True,1,neptune
44149,9999,8,0,4.536087083894971,0,False,1,ipsweep
7268,9999,43,0,3.269287182657645,130,True,0,normal
53465,9999,210,0,2.8167833209258664,1024,True,0,normal
30628,9999,212,0,4.112266507381075,1024,False,0,normal
57873,9999,307,0,3.930910130063552,741,True,0,normal
35051,9999,357,0,3.323576374760021,841,True,0,normal
36312,9999,45,0,3.144723751907483,45,True,0,normal
45703,9999,0,0,1.9653166888344025,0,True,1,neptune
53915,9999,1024,0,4.23150742397984,329,False,0,normal
11192,9999,0,0,1.00982286153589,0,True,1,neptune
34008,9999,0,0,4.09762245447972,0,True,1,neptune
2956,9999,241,0,4.5110312465327835,1024,False,0,normal
31636,9999,0,0,3.8846383852701027,0,True,1,neptune
53504,9999,42,0,3.410023035941739,75,True,0,normal
56853,9999,1024,0,3.3913037049376578,327,False,0,normal
19314,9999,321,0,4.308537617558008,1024,True,0,normal
25949,9999,44,0,4.207249609047895,133,True,0,normal
36605,9999,209,0,4.624831017829937,1024,False,0,normal
26564,9999,168,0,3.18460556234367,1024,True,0,normal
12512,9999,105,0,4.3517987079858225,146,False,0,normal
20694,9999,281,0,4.4946343167101475,1024,False,0,normal
27090,9999,1,0,4.468086033405694,0,True,1,satan
34485,9999,334,0,3.796652809396239,0,False,1,warezclient
60421,9999,0,0,1.2593075857980383,0,True,1,neptune
36172,9999,230,0,3.6121714540173238,1024,False,0,normal
25997,9999,720,5000,3.8535269590764347,1024,False,0,normal
43631,9999,233,0,3.478531830351033,1024,True,0,normal
50894,9999,0,0,0.6206671353306239,0,True,1,neptune
28796,9999,1024,0,3.37951883581044,1024,False,1,back
32587,9999,520,0,3.754531626181064,0,True,1,smurf
15076,9999,0,0,0.6206042784721799,0,False,1,neptune
56812,9999,332,0,3.3502014739108894,1024,False,0,normal
56944,9999,1024,0,4.980547894229505,0,True,0,normal
12307,9999,329,0,3.7497185283878705,1024,True,0,normal
23344,9999,28,0,4.164982786765615,0,True,1,teardrop
18567,9999,307,0,3.120514021877824,1024,True,0,normal
60564,9999,44,0,4.678824566454709,69,True,0,normal
5231,9999,877,0,4.083580325243423,335,False,0,normal
14400,9999,0,0,2.7780627285374364,0,True,1,neptune
21338,9999,260,0,3.782429464668026,301,False,0,normal
37153,9999,234,0,4.434704928883027,1024,False,0,normal
17085,9999,28,0,2.4934522856276056,0,True,1,teardrop
35641,9999,283,0,3.587903330645462,1024,False,0,normal
49228,9999,318,0,3.9404580811994037,1024,True,0,normal
54480,9999,0,0,0.934694459384367,0,True,1,neptune
7414,9999,0,0,4.252655981839207,0,True,1,neptune
9981,9999,0,0,0.8312032647759341,0,True,1,neptune
7165,9999,0,0,1.495113496030827,0,True,1,neptune
59724,9999,220,0,4.905828593267976,866,False,0,normal
43091,9999,1024,4000,4.335307042894215,1024,False,1,warezclient
35306,9999,28,0,3.6430919643593307,0,True,1,teardrop
52046,9999,670,5000,3.3577562070065268,330,False,0,normal
38834,9999,236,0,3.3827101413571024,0,False,0,normal
16213,9999,1024,0,4.822512611828225,0,True,1,smurf
33935,9999,0,0,1.27298154776456,0,True,1,neptune
46388,9999,0,0,1.6167240769680753,0,True,1,neptune
3348,9999,234,0,5.295973523869043,1024,False,0,normal
40139,9999,291,0,4.41868714219531,406,True,0,normal
33091,9999,43,0,3.4496835671030412,130,True,0,normal
5507,9999,1,0,4.025530382752227,0,True,1,satan
18025,9999,227,0,4.6851075967605755,1024,True,0,normal
29959,9999,317,0,3.8756101045259936,1024,False,0,normal
23131,9999,0,0,1.7528527974064794,0,True,1,neptune
19736,9999,281,0,3.9665315510058043,1024,False,0,normal
42898,9999,147,5000,4.167173710473418,105,False,0,normal
27109,9999,0,0,0.8246294798280753,0,True,1,neptune
33130,9999,0,0,1.0797681701605375,0,True,1,neptune
52524,9999,219,0,4.106223713884771,1024,False,0,normal
7037,9999,328,5000,3.1957290367916413,189,True,0,normal
24241,9999,0,0,0.7792033537094623,0,True,1,neptune
5735,9999,43,0,3.38339595657328,43,True,0,normal
60846,9999,42,0,3.7964456963058204,96,True,0,normal
13000,9999,319,0,3.6024181151674,1024,True,0,normal
53914,9999,1024,0,4.505910588117787,401,False,0,normal
13338,9999,0,0,1.5116999685427555,0,True,1,neptune
21929,9999,0,0,1.2801470771667385,0,True,1,neptune
40266,9999,28,0,3.366175384392583,0,True,1,teardrop
54656,9999,221,0,3.950932611393229,1024,False,0,normal
12494,9999,33,0,3.3264038441099375,0,False,0,normal
14772,9999,0,0,0.9263533070244517,0,True,1,neptune
57904,9999,0,0,1.3237105836146352,0,True,1,neptune
21794,9999,0,0,1.4960521614575524,0,True,1,neptune
14555,9999,1024,0,4.236422389929522,0,False,0,normal
48989,9999,0,0,3.6292357820070205,0,False,1,portsweep
6902,9999,231,0,4.12987819346873,480,True,0,normal
56952,9999,325,0,3.883219863994851,1024,False,0,normal
57519,9999,225,0,4.436830254849706,1024,False,0,normal
56279,9999,312,0,4.453238050088337,200,True,0,normal
20075,9999,0,0,2.737914150838143,0,False,1,ipsweep
8391,9999,159,0,4.1894911292850345,1024,False,0,normal
28468,9999,0,0,2.8528433128316864,0,True,1,neptune
22607,9999,299,0,2.8457025988997975,1024,True,0,normal
62891,9999,46,0,4.2200532460566595,46,True,0,normal
41775,9999,0,0,0.35273890910474215,0,True,1,neptune
61946,9999,1024,1000,4.16411210466688,332,False,0,normal
49463,9999,334,0,3.2323468489193967,743,True,0,normal
47144,9999,200,0,3.6401664614896294,402,True,0,normal
8239,9999,1024,0,3.7832005991321584,387,False,0,normal
5471,9999,0,0,1.600862385155673,0,True,1,neptune
4023,9999,194,0,3.7332424700070366,0,False,0,normal
39300,9999,0,0,0.46251452319564645,0,True,1,neptune
14036,9999,208,0,4.182172540996797,1024,False,0,normal
64830,9999,148,0,2.3915132056330726,1024,False,0,normal
9582,9999,0,0,3.3952802803246693,0,False,0,normal
62110,9999,147,5000,3.4940600254177325,105,False,0,normal
44094,9999,1024,0,4.105426941069889,0,True,1,smurf
7862,9999,991,5000,5.234783398363593,330,False,0,normal
4794,9999,0,0,0.8803605204828283,0,True,1,neptune
26568,9999,46,0,4.093365204850314,46,True,0,normal
22890,9999,709,1000,3.1694798709811893,331,False,0,normal
21379,9999,8,0,3.5735103560039234,0,False,1,nmap
35122,9999,0,0,1.2298603510213848,0,True,1,neptune
9392,9999,813,0,3.83505112874889,327,False,0,normal
9375,9999,0,0,1.3072164803003896,0,True,1,neptune
45846,9999,0,0,1.2124693428982964,0,True,1,neptune
64909,9999,0,0,0.3409852820611198,0,True,1,neptune
18690,9999,233,0,4.507653141312408,540,True,0,normal
61143,9999,1024,0,3.3786575282888,0,True,1,smurf
23271,9999,520,0,3.6175390470962867,0,True,1,smurf
22692,9999,0,0,1.1147424577671066,0,True,1,neptune
6853,9999,192,0,4.78351150400329,1024,False,0,normal
28333,9999,0,0,2.548061823936255,0,True,1,satan
33148,9999,201,0,4.073842226709776,0,False,0,normal
43844,9999,8,0,4.078010234415171,0,False,1,nmap
11227,9999,216,0,4.328679988886219,1024,True,0,normal
13196,9999,226,0,4.592015274839545,1024,True,0,normal
28898,9999,0,0,0.79796236799903,0,True,1,neptune
5517,9999,1024,0,4.5059246206314745,1024,False,1,back
10271,9999,0,0,1.6651608594131897,0,True,1,neptune
41606,9999,202,0,4.8919795894357865,324,True,0,normal
62557,9999,882,5000,4.25096164986081,338,False,0,normal
37986,9999,0,0,1.0787184551763167,0,True,1,neptune
10376,9999,1024,0,3.7627077631925654,0,True,0,normal
64953,9999,325,0,3.270506633925196,673,True,0,normal
34691,9999,1024,0,3.861023233670751,0,False,0,normal
47268,9999,0,0,1.0561688681132542,0,True,1,neptune
13731,9999,0,0,0.9452538487835466,0,True,1,neptune
38339,9999,0,0,1.298858996407414,0,True,1,neptune
5950,9999,216,0,3.2729133627967366,294,True,0,normal
41391,9999,0,0,0.9090128648550974,0,True,1,neptune
14075,9999,0,0,1.997384754565155,0,True,1,neptune
59697,9999,196,0,4.497799379751112,391,False,0,normal
4557,9999,317,0,4.308095064606361,295,False,0,normal
43125,9999,0,0,3.195341187511245,0,False,0,normal
10016,9999,183,0,3.8172840713006666,0,True,0,normal
45350,9999,0,0,0.12296487412164336,0,True,1,neptune
32859,9999,1,0,4.228564295206,0,True,1,satan
63437,9999,28,0,2.775785841855166,0,True,1,teardrop
43073,9999,0,0,0.8372220686936118,0,True,1,neptune
25021,9999,0,0,0.9981704052488345,0,True,1,neptune
6658,9999,1024,0,3.7764047822964932,0,True,0,normal
39456,9999,331,0,5.085691530067615,1024,False,0,normal
29474,9999,0,0,3.9121713925500305,0,True,1,neptune
4411,9999,289,0,4.516405866838382,1024,False,0,normal
38520,9999,1024,0,3.5373366169638114,0,False,0,normal
14570,9999,0,0,1.9607076634827272,0,True,1,neptune
16134,9999,0,0,1.3094845694118504,0,True,1,neptune
1601,9999,310,5000,3.5290101701234944,238,False,0,normal
25027,9999,0,0,1.016358455648121,0,True,1,neptune
15104,9999,1024,0,4.4792874267690665,330,False,0,normal
5658,9999,1024,0,3.7005605796788457,0,False,0,normal
29040,9999,33,0,4.070266277336396,0,False,0,normal
15224,9999,0,0,1.1582381885900797,0,True,1,neptune
9678,9999,339,0,3.4495728992300005,993,True,0,normal
31134,9999,46,0,3.8649535761210494,133,True,0,normal
5103,9999,341,5000,3.4872687124784054,1024,False,0,normal
64918,9999,301,0,4.4343340078533595,1024,False,0,normal
31406,9999,1024,0,3.5459722872113923,0,True,1,smurf
65294,9999,45,0,4.145901852065695,137,True,0,normal
57881,9999,0,0,0.3049220908032011,0,True,1,neptune
64220,9999,1024,5000,3.433281558429345,1024,False,0,normal
36036,9999,0,0,2.459059395414659,0,True,1,satan
28317,9999,155,0,3.85521242305996,1009,False,0,normal
47464,9999,42,5000,4.090190809985231,42,False,0,normal
6228,9999,0,0,1.1823776475958154,0,True,1,neptune
55225,9999,353,0,3.1138824341448528,1024,True,0,normal
21898,9999,196,0,3.9156803079851663,1024,True,0,normal
1502,9999,0,0,0.624713945144949,0,True,1,neptune
16359,9999,216,0,4.267089246385129,1024,True,0,normal
16656,9999,0,0,0.866181834460369,0,True,1,neptune
1935,9999,0,0,0.9595844971907567,0,True,1,neptune
44154,9999,1024,0,3.62752553074847,476,False,0,normal
7167,9999,383,0,4.86232385479525,0,False,0,normal
55645,9999,1024,0,3.358210288383399,0,True,1,smurf
30259,9999,0,0,2.800133004805552,0,False,0,normal
47358,9999,0,0,1.0537992266364842,0,True,1,neptune
22935,9999,0,0,2.8743197688923847,0,False,0,normal
9538,9999,0,0,0.6180320086465639,0,True,1,neptune
12658,9999,8,0,3.0941582317942964,0,False,1,ipsweep
42690,9999,35,1000,3.654245524554121,130,False,0,normal
47220,9999,298,0,3.520307579249401,1024,True,0,normal
18282,9999,317,0,4.839612296356518,1024,False,0,normal
24061,9999,354,0,5.132347964299027,361,False,0,normal
61990,9999,1024,5000,3.9746041610021985,1024,False,0,normal
55978,9999,0,0,2.2976217298504387,0,False,0,normal
27669,9999,293,0,4.369022052856186,1024,True,0,normal
16569,9999,0,0,0.5094617543410509,0,True,1,neptune
20464,9999,316,0,3.725414473202667,1024,False,0,normal
35756,9999,105,5000,3.6855752194083555,145,False,0,normal
37587,9999,317,0,3.7497471698980207,634,True,0,normal
12903,9999,242,0,3.822639874254625,1024,True,0,normal
5270,9999,229,0,3.3432490253353677,1024,True,0,normal
32976,9999,1,0,3.64899316917012,0,True,1,satan
52468,9999,352,0,4.509972123931718,1024,True,0,normal
10859,9999,0,0,0.9832215298129224,0,True,1,neptune
27367,9999,6,5000,2.9326569207443853,109,True,1,satan
11447,9999,0,0,0.0,0,True,1,neptune
16644,9999,0,0,1.4738918292619214,0,True,1,neptune
40519,9999,319,0,3.6572400549184407,1024,True,0,normal
19486,9999,245,0,4.561984277183847,0,False,0,normal
18041,9999,0,0,3.0771374020988485,0,True,1,neptune
65255,9999,355,0,3.7189732854773374,833,True,0,normal
12143,9999,0,0,0.16110520222440983,0,True,1,neptune
13235,9999,1024,0,5.087422978714038,0,False,0,normal
61004,9999,0,0,1.401623636523692,0,True,1,neptune
36518,9999,0,0,3.4415371998445017,0,True,1,neptune
3798,9999,215,0,4.9094138527263125,955,True,0,normal
28438,9999,0,0,1.1120435061144307,0,True,1,neptune
37482,9999,1024,0,4.676200025690877,387,False,0,normal
17357,9999,240,0,3.7607123711265857,493,True,0,normal
36393,9999,44,0,4.368789266416604,70,True,0,normal
42860,9999,0,0,0.684951646287647,0,True,1,neptune
17191,9999,0,0,0.7480706022578434,0,True,1,neptune
53432,9999,0,0,3.048500287727138,0,True,1,neptune
30232,9999,0,0,2.146300545020138,0,True,1,satan
63177,9999,353,0,4.16471211118734,1024,True,0,normal
6684,9999,0,0,0.8440208950628655,0,True,1,neptune
21940,9999,0,0,2.00621968360616,0,True,1,neptune
47553,9999,234,0,3.7711690571205385,1024,True,0,normal
58755,9999,335,0,3.8274726484233037,1024,False,0,normal
15325,9999,0,0,1.4264182324191212,0,True,1,neptune
64260,9999,0,0,3.1425989762468887,0,True,1,neptune
13499,9999,209,0,4.483736183511573,440,True,0,normal
27868,9999,0,0,1.2600547978124133,0,True,1,neptune
21337,9999,1024,0,3.723019464882857,0,True,0,normal
28397,9999,0,0,0.9708203197617351,0,False,1,nmap
59236,9999,78,0,3.8259759815442287,0,False,0,normal
48281,9999,0,0,3.2439864280565844,0,True,1,neptune
52404,9999,333,0,4.029911073731614,1024,True,0,normal
17409,9999,0,0,0.685720183020539,0,True,1,neptune
62108,9999,1,5000,3.0043002355312574,0,False,1,portsweep
29120,9999,215,0,4.230590332777379,0,False,1,nmap
43082,9999,0,0,0.49678923084911053,0,True,1,neptune
46034,9999,0,0,1.1585043808223523,0,True,1,neptune
43789,9999,0,0,2.2106584519240875,0,False,0,normal
39846,9999,350,0,4.552785671570804,1024,False,0,normal
31991,9999,316,0,4.263590405385987,292,True,0,normal
42803,9999,0,0,3.724641517810899,0,True,1,satan
59418,9999,45,0,3.441701780112287,76,True,0,normal
26168,9999,0,0,1.5667258644082298,0,True,1,neptune
33981,9999,317,0,4.467890031784065,1024,True,0,normal
12640,9999,48,0,3.908883976396055,48,False,0,normal
23929,9999,46,5000,3.8116783234725466,46,True,0,normal
50829,9999,362,0,3.4574269717549817,1024,False,0,normal
42335,9999,287,0,3.3270951511387534,471,True,0,normal
14645,9999,1006,5000,3.6243828402634852,1024,False,0,normal
36256,9999,359,0,3.3721121787985218,283,True,0,normal
53404,9999,286,0,4.797861241795309,616,True,0,normal
9024,9999,270,0,3.248974038365529,1024,False,0,normal
5020,9999,0,0,3.0744477390530474,0,True,1,neptune
26359,9999,0,0,3.2178525634425528,0,False,0,normal
43378,9999,1024,0,4.178749615973976,0,True,1,smurf
21236,9999,1024,0,4.2226443051994895,0,True,1,smurf
53989,9999,166,0,4.473200158724838,1024,False,0,normal
55654,9999,0,0,0.7770389187816648,0,True,1,neptune
35377,9999,334,0,4.043775322845106,1024,True,0,normal
25463,9999,0,0,0.8532192435171349,0,True,1,neptune
3715,9999,311,0,4.65126279562509,1024,True,0,normal
54023,9999,0,0,2.0499329617374378,0,True,1,neptune
58779,9999,0,0,0.40303311991931234,0,True,1,neptune
29562,9999,33,0,2.984449578697838,95,False,0,normal
34341,9999,168,0,4.28456578450951,1024,False,0,normal
49633,9999,211,0,4.535186442117855,1024,True,0,normal
45883,9999,285,0,4.9784886566242275,720,True,0,normal
9751,9999,1024,0,4.368945175608328,0,True,0,normal
44395,9999,0,0,1.6978904793436034,0,True,1,neptune
60674,9999,313,0,4.830030366438155,1024,False,0,normal
49451,9999,0,0,1.7323888858154335,0,True,1,neptune
32025,9999,0,0,1.4405802550815743,0,True,1,neptune
34773,9999,286,0,1.858895218528239,1024,False,0,normal
17783,9999,185,0,3.9958190720808218,1024,False,0,normal
43650,9999,0,0,1.1500193095295839,0,True,1,neptune
16602,9999,0,0,0.9500951834031898,0,True,1,neptune
23077,9999,58,5000,3.980947021075594,222,False,0,normal
18124,9999,0,0,1.783614031843952,0,True,1,neptune
22655,9999,309,0,3.621584158155818,1024,True,0,normal
24681,9999,46,0,4.399526181433327,46,True,0,normal
6376,9999,44,0,4.158220812439615,129,True,0,normal
47311,9999,678,0,3.5712338053808352,478,True,0,normal
29472,9999,308,0,3.4616992508732105,1024,True,0,normal
62283,9999,211,0,3.149342463259918,1024,False,0,normal
12693,9999,284,0,4.242788514974387,1024,False,0,normal
44184,9999,0,0,2.9683775932994805,0,True,1,neptune
12583,9999,1,0,3.5871112850116127,0,True,1,satan
36322,9999,0,0,0.0619474377819722,0,True,1,neptune
32691,9999,1024,0,4.216355450924445,0,True,1,smurf
29963,9999,33,0,3.913136353199842,88,False,0,normal
43260,9999,0,0,0.64315326407466,0,True,1,neptune
54451,9999,12,0,3.517980037674586,0,False,0,normal
21456,9999,0,0,0.880712418288367,0,True,1,neptune
55836,9999,0,0,3.2349982428696293,0,False,0,normal
12948,9999,0,0,2.8350085077893254,0,False,0,normal
19928,9999,1024,3000,3.405736836351762,368,False,0,normal
21065,9999,288,0,3.970937522482256,1024,True,0,normal
62530,9999,654,0,4.522773733626309,337,False,0,normal
8673,9999,306,0,4.0201337956221055,1024,False,0,normal
26513,9999,184,0,2.5342117711471444,1024,False,0,normal
28404,9999,0,0,0.8371655216109128,0,True,1,neptune
52637,9999,1024,0,3.555168094717698,0,True,1,smurf
32369,9999,0,0,2.538551291823142,0,False,1,portsweep
63394,9999,614,0,3.1690729666240425,338,False,0,normal
48782,9999,0,0,3.5906129181935755,0,True,1,neptune
46417,9999,1024,0,4.231227088023925,0,True,1,smurf
49595,9999,0,0,1.0412434196264484,0,True,1,neptune
11445,9999,1,0,4.147791383388695,0,True,1,satan
29992,9999,8,0,4.169764698112446,0,False,1,ipsweep
38836,9999,0,0,0.6327268548725389,0,True,1,neptune
14472,9999,0,0,0.8373688353533485,0,True,1,neptune
8686,9999,0,0,0.7628956613086919,0,True,1,neptune
9782,9999,0,0,2.255712008437502,0,True,1,neptune
51932,9999,0,0,1.5101010207280425,0,True,1,neptune
43400,9999,0,0,1.1139411424126964,0,True,1,neptune
19171,9999,0,0,1.6829921375648422,0,True,1,neptune
48581,9999,1024,1000,4.619844122254208,1024,False,1,warezclient
45873,9999,283,0,3.309737846217498,1024,False,0,normal
53697,9999,193,0,3.888573359462521,1024,True,0,normal
59734,9999,0,0,0.9918378015957072,0,True,1,neptune
57937,9999,0,0,1.3057639744910332,0,True,1,neptune
12701,9999,0,0,2.7280036273537833,0,True,1,satan
50649,9999,229,0,3.950734442456062,1024,True,0,normal
26367,9999,0,0,0.7693255863543301,0,True,1,neptune
27029,9999,0,0,1.524467581292554,0,True,1,neptune
42770,9999,0,0,1.9183297786359725,0,True,1,satan
39871,9999,0,0,0.7863226142163308,0,True,1,neptune
28096,9999,0,0,0.07816200280194885,0,True,1,neptune
65501,9999,1024,0,3.4851802784258723,324,False,0,normal
12301,9999,227,0,4.158588733185951,1024,True,0,normal
7276,9999,0,0,1.1680771449803236,0,True,1,neptune
2899,9999,287,0,3.843404153979672,261,False,0,normal
53551,9999,0,0,1.5619925730688888,0,True,1,neptune
27254,9999,0,0,1.6770214436496444,0,True,1,neptune
29237,9999,0,0,0.9653863323600134,0,True,1,neptune
42905,9999,262,0,4.125216428197105,529,True,0,normal
29111,9999,0,0,0.7737277788883002,0,True,1,neptune
38052,9999,254,0,4.313443860725763,1024,False,0,normal
4794,9999,338,0,3.4029697599876765,327,False,0,normal
11103,9999,145,5000,4.897917404689637,105,False,0,normal
61150,9999,0,0,1.5699926313641126,0,True,1,neptune
30098,9999,187,0,3.4005368230294484,1024,False,0,normal
11822,9999,334,0,3.605490762249659,0,False,1,warezclient
24858,9999,789,5000,4.210624382022413,334,False,0,normal
22621,9999,144,0,3.8308744481581893,1024,False,0,normal
18713,9999,243,0,4.272299774360825,1024,True,0,normal
19965,9999,1024,0,3.8203018264919466,434,False,0,normal
48070,9999,0,0,3.762405879060029,0,False,0,normal
7911,9999,0,0,1.0041534963506518,0,True,1,neptune
20999,9999,286,0,5.210277565504374,810,True,0,normal
31212,9999,8,0,4.301337648556415,0,False,1,ipsweep
35869,9999,147,0,3.3252978308759333,0,False,0,normal
57826,9999,305,0,5.0432482917366235,1024,True,0,normal
60582,9999,0,0,1.549339477435258,0,True,1,neptune
20210,9999,227,0,4.19007381254049,1024,False,0,normal
35813,9999,236,0,4.323316728099214,1024,True,0,normal
2466,9999,1024,0,3.405476617691406,1024,False,1,back
40828,9999,45,0,3.097811944831868,128,True,0,normal
10887,9999,0,0,0.9791251462493219,0,True,1,neptune
5749,9999,0,0,1.689385169574584,0,True,1,neptune
44357,9999,1,5000,3.197854421634303,0,False,1,portsweep
12515,9999,304,0,4.854585748704572,420,False,0,normal
31819,9999,8,0,4.660610391596095,0,False,1,ipsweep
7536,9999,0,0,1.0103043533927265,0,True,1,neptune
49127,9999,0,0,3.5918784606636125,0,True,1,neptune
50362,9999,0,0,1.7612976929273647,0,True,1,neptune
38105,9999,0,0,2.7399090144585614,0,True,1,satan
54950,9999,215,0,2.9031122197275887,1024,False,0,normal
29202,9999,0,0,1.070225243666621,0,True,1,neptune
13052,9999,0,0,0.0,0,True,1,neptune
10786,9999,0,0,1.1402159507879215,0,True,1,neptune
15169,9999,0,0,1.360218991542407,0,True,1,neptune
13946,9999,0,0,3.0722555457077507,0,True,1,neptune
21874,9999,325,0,4.172337210180687,1024,True,0,normal
14851,9999,207,0,3.978261812200248,1024,True,0,normal
39155,9999,0,0,0.001489055022846797,0,True,1,neptune
10594,9999,308,0,4.831297380451682,1024,True,0,normal
41136,9999,302,0,3.816085576299141,1024,True,0,normal
22577,9999,300,0,3.6911149362349134,1024,False,0,normal
45327,9999,0,0,1.6789913892259138,0,True,1,neptune
34113,9999,146,0,4.489350234230607,1024,False,0,normal
59418,9999,1024,0,4.136532927987889,481,False,0,normal
29400,9999,43,0,4.384684861549798,74,True,0,normal
20057,9999,1,0,3.4225058321547586,0,True,1,satan
39028,9999,1024,0,3.7095528129902258,1024,False,1,back
43521,9999,45,0,4.647392054728625,45,True,0,normal
29359,9999,192,0,3.661429090434915,0,False,0,normal
37132,9999,334,0,3.500833347503124,0,False,1,warezclient
31400,9999,230,0,4.039301976418345,1024,True,0,normal
20753,9999,253,0,4.0510285055488975,405,False,0,normal
21252,9999,1024,0,4.32378604992001,0,False,0,normal
59562,9999,299,0,3.3109237813801777,1024,True,0,normal
44590,9999,44,0,2.7253116147996845,80,True,0,normal
7183,9999,0,0,1.4606159637194347,0,True,1,neptune
63088,9999,0,0,0.4585090133976254,0,True,1,neptune
46955,9999,183,0,3.6950048194094056,0,False,0,normal
4260,9999,33,0,2.908382259023022,0,False,0,normal
47979,9999,0,0,1.5114563410127788,0,True,1,neptune
39061,9999,291,0,4.175169112036266,1024,True,0,normal
60072,9999,42,0,4.155097272025474,42,True,0,normal
32593,9999,44,0,4.151727542094768,72,True,0,normal
34478,9999,0,0,0.0,0,True,1,neptune
21326,9999,45,0,3.5074170057960474,130,True,0,normal
21772,9999,0,0,0.7741364447769022,0,True,1,neptune
40886,9999,864,5000,3.625628614431833,280,False,0,normal
54422,9999,207,0,3.8642442251768974,512,True,0,normal
58481,9999,0,0,1.1230998513393975,0,True,1,neptune
50749,9999,390,0,4.503219158127596,1024,True,0,normal
40360,9999,148,0,3.2598979864796496,1024,False,0,normal
33299,9999,520,0,3.9955823066007614,0,True,1,smurf
22932,9999,1024,0,4.355771839461888,0,True,1,smurf
50559,9999,237,0,3.5379584150140904,1024,True,0,normal
21547,9999,197,0,3.9035836131160604,1024,False,0,normal
18304,9999,0,0,3.2332760577436748,0,False,1,ipsweep
57010,9999,8,0,4.0056044297397575,0,False,1,nmap
39053,9999,358,0,4.3370988802830315,388,False,0,normal
23875,9999,0,0,1.0473490735247981,0,True,1,neptune
56837,9999,0,0,2.8440687301678778,0,True,1,satan
63127,9999,42,5000,3.4136451225680626,42,False,0,normal
21537,9999,0,0,1.1235842782068317,0,True,1,neptune
34661,9999,8,0,4.049986388746185,0,False,1,nmap
32218,9999,0,0,0.5035839860972,0,True,1,neptune
46288,9999,8,0,4.291027912422632,0,False,1,ipsweep
62376,9999,0,0,3.63396175317001,0,False,0,normal
36410,9999,337,0,3.669953466017995,398,False,0,normal
52517,9999,1024,0,3.6361839278610204,0,False,0,normal
39446,9999,231,5000,3.6179257215393408,766,False,0,normal
58247,9999,1,5000,2.1606692239063703,0,False,1,portsweep
27124,9999,363,0,5.002240843437548,1024,True,0,normal
25876,9999,207,0,3.7755573097421156,1024,False,0,normal
28274,9999,43,0,3.570772911292881,131,True,0,normal
65309,9999,0,0,0.43661247650532875,0,True,1,neptune
40468,9999,0,0,0.8060162668030095,0,True,1,neptune
10866,9999,42,0,3.6523953166683416,42,True,0,normal
3662,9999,1024,1000,4.719036593380277,360,False,0,normal
34490,9999,1024,0,3.3756310919680974,1024,False,1,warezclient
53000,9999,0,0,0.23073288435583128,0,True,1,neptune
31942,9999,307,0,4.275892041143706,1024,True,0,normal
37163,9999,0,0,2.9463967518453456,0,True,1,portsweep
52531,9999,206,0,3.8885275818604423,296,False,0,normal
34333,9999,0,0,1.279818123152232,0,True,1,neptune
59639,9999,0,0,1.0683558186472666,0,False,0,normal
42177,9999,7,4000,3.976591206569857,363,False,0,normal
48190,9999,0,0,0.2971769490381798,0,True,1,neptune
51437,9999,0,0,2.165952425164085,0,True,1,neptune
41460,9999,0,0,0.6497858093547262,0,True,1,neptune
4253,9999,105,0,3.4578175295505353,105,True,0,normal
28597,9999,45,0,4.134602899261593,135,True,0,normal
10151,9999,305,0,3.1006425446451185,1024,False,0,normal
33945,9999,0,0,0.7764199535323831,0,True,1,neptune
10259,9999,254,0,3.913462570834112,1024,False,0,normal
33879,9999,147,5000,3.98017236023419,105,False,0,normal
23205,9999,8,0,4.19948213135477,141,False,0,normal
2337,9999,0,0,0.8367299032545211,0,True,1,neptune
9079,9999,1,5000,2.666253998019781,0,False,1,portsweep
33475,9999,0,0,1.6222400752248958,0,True,1,neptune
6108,9999,330,0,3.839983655727083,1024,True,0,normal
56243,9999,308,0,4.70956518377715,553,False,0,normal
49968,9999,0,0,0.8374363752778258,0,True,1,neptune
46779,9999,0,0,0.9918651683651012,0,True,1,neptune
12127,9999,47,0,3.930626326249136,100,True,0,normal
52355,9999,290,0,4.115609304316163,1024,False,0,normal
41968,9999,0,0,0.790075902552024,0,True,1,neptune
26214,9999,42,4000,4.048067486872875,42,False,0,normal
1050,9999,1024,0,4.765407013297813,1024,False,1,back
35148,9999,202,0,4.524425894862281,960,True,0,normal
52368,9999,287,0,4.527869171809766,439,False,0,normal
3184,9999,279,0,3.3290347140862497,1024,False,0,normal
4419,9999,330,0,3.4099400291494435,837,True,0,normal
25731,9999,81,5000,4.108875461378495,1024,False,0,normal
34026,9999,0,0,1.425368962727968,0,True,1,neptune
