src_ip,src_port,dst_port,service_type,timestamp,unix_timestamp,bytes_received,connection_duration_ms,payload_entropy,packet_size,is_repeated_src,src_ip_frequency,payload_printable_ratio,payload_hex_preview,tcp_flags_estimated,label
94.231.206.15,45135,2222,ssh_alt,2026-06-26T21:08:16.774964+00:00,1782508096.774964,17,41.343,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.4,53147,2222,ssh_alt,2026-06-26T21:10:14.263156+00:00,1782508214.263156,17,35.285,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.11,60975,2222,ssh_alt,2026-06-26T21:12:13.363983+00:00,1782508333.363983,17,672.189,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.9,36615,2222,ssh_alt,2026-06-26T21:14:12.813237+00:00,1782508452.813237,17,32.691,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.9,45581,2222,ssh_alt,2026-06-26T21:16:12.121464+00:00,1782508572.121464,17,87.107,3.7345,17,True,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.109,58719,2222,ssh_alt,2026-06-26T21:18:08.984283+00:00,1782508688.984283,17,36.725,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.15,45289,2222,ssh_alt,2026-06-26T21:20:17.393795+00:00,1782508817.393795,17,17.907,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.37,42645,2222,ssh_alt,2026-06-26T21:22:08.954041+00:00,1782508928.954041,17,74.893,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.37,38339,2222,ssh_alt,2026-06-26T21:24:10.602830+00:00,1782509050.60283,17,318.927,3.7345,17,True,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.8,54775,2222,ssh_alt,2026-06-26T21:26:11.556330+00:00,1782509171.55633,17,54.236,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.10,59583,2222,ssh_alt,2026-06-26T21:28:12.428415+00:00,1782509292.428415,17,47.026,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.110,60517,2222,ssh_alt,2026-06-26T21:30:10.752810+00:00,1782509410.75281,17,35.152,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.105,44055,2222,ssh_alt,2026-06-26T21:32:07.976546+00:00,1782509527.976546,17,39.173,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.3,50905,2222,ssh_alt,2026-06-26T21:34:20.086212+00:00,1782509660.086212,17,320.276,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.5,50403,2222,ssh_alt,2026-06-26T21:36:13.254020+00:00,1782509773.25402,17,529.617,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
66.132.224.235,31492,9999,custom,2026-06-26T21:36:27.642553+00:00,1782509787.642553,12,181.062,3.2516,12,False,1,0.8333,5353482d322e302d476f0d0a,DATA,1
94.231.206.4,59391,2222,ssh_alt,2026-06-26T21:38:12.789840+00:00,1782509892.78984,17,30.389,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.7,40859,2222,ssh_alt,2026-06-26T21:40:12.904307+00:00,1782510012.904307,17,414.51,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.11,53611,2222,ssh_alt,2026-06-26T21:42:11.447435+00:00,1782510131.447435,17,22.902,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.11,36429,2222,ssh_alt,2026-06-26T21:44:13.114050+00:00,1782510253.11405,17,343.888,3.7345,17,True,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.104,35655,2222,ssh_alt,2026-06-26T21:46:09.039816+00:00,1782510369.039816,17,298.62,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.5,48695,2222,ssh_alt,2026-06-26T21:48:15.407191+00:00,1782510495.407191,17,158.402,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.105,37005,2222,ssh_alt,2026-06-26T21:50:12.233119+00:00,1782510612.233119,17,4.225,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.10,53419,2222,ssh_alt,2026-06-26T21:52:13.045479+00:00,1782510733.045479,17,76.226,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.107,43511,2222,ssh_alt,2026-06-26T21:54:07.400249+00:00,1782510847.400249,17,153.148,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.14,46429,2222,ssh_alt,2026-06-26T21:56:14.714277+00:00,1782510974.714277,17,63.623,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.5,48407,2222,ssh_alt,2026-06-26T21:58:14.587146+00:00,1782511094.587146,17,681.145,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.111,44903,2222,ssh_alt,2026-06-26T22:00:10.880425+00:00,1782511210.880425,17,52.658,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.35,35085,2222,ssh_alt,2026-06-26T22:02:08.851896+00:00,1782511328.851896,17,5.322,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.37,42187,2222,ssh_alt,2026-06-26T22:04:08.995161+00:00,1782511448.995161,17,5.23,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.8,40499,2222,ssh_alt,2026-06-26T22:06:10.458904+00:00,1782511570.458904,17,13.427,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.34,41679,2222,ssh_alt,2026-06-26T22:08:08.786376+00:00,1782511688.786376,17,312.13,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.13,34019,2222,ssh_alt,2026-06-26T22:10:13.359751+00:00,1782511813.359751,17,826.572,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.6,54599,2222,ssh_alt,2026-06-26T22:12:11.221907+00:00,1782511931.221907,17,116.728,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.10,47959,2222,ssh_alt,2026-06-26T22:14:13.289416+00:00,1782512053.289416,17,196.161,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.0,54197,2222,ssh_alt,2026-06-26T22:16:14.720312+00:00,1782512174.720312,17,189.485,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.7,38415,2222,ssh_alt,2026-06-26T22:18:16.751759+00:00,1782512296.751759,17,108.284,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.8,34479,2222,ssh_alt,2026-06-26T22:20:12.838235+00:00,1782512412.838235,17,83.85,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.104,43635,2222,ssh_alt,2026-06-26T22:22:07.530543+00:00,1782512527.530543,17,16.192,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.3,43427,2222,ssh_alt,2026-06-26T22:24:12.563707+00:00,1782512652.563707,17,71.059,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.10,60567,2222,ssh_alt,2026-06-26T22:26:16.720263+00:00,1782512776.720263,17,603.125,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.111,46837,2222,ssh_alt,2026-06-26T22:28:08.956396+00:00,1782512888.956396,17,427.218,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.37,51329,2222,ssh_alt,2026-06-26T22:30:07.728932+00:00,1782513007.728932,17,81.112,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.13,39841,2222,ssh_alt,2026-06-26T22:32:15.275002+00:00,1782513135.275002,17,50.983,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.106,44983,2222,ssh_alt,2026-06-26T22:34:10.106841+00:00,1782513250.106841,17,6.54,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.106,35381,2222,ssh_alt,2026-06-26T22:36:07.362516+00:00,1782513367.362516,17,30.808,3.7345,17,True,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.3,56819,2222,ssh_alt,2026-06-26T22:38:10.320723+00:00,1782513490.320723,17,173.39,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.7,45481,2222,ssh_alt,2026-06-26T22:40:12.849461+00:00,1782513612.849461,17,602.484,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.15,54137,2222,ssh_alt,2026-06-26T22:42:14.822095+00:00,1782513734.822095,17,863.939,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.14,43827,2222,ssh_alt,2026-06-26T22:44:13.624736+00:00,1782513853.624736,17,66.233,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.110,33367,2222,ssh_alt,2026-06-26T22:46:09.890152+00:00,1782513969.890152,17,26.712,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.111,40065,2222,ssh_alt,2026-06-26T22:48:08.689419+00:00,1782514088.689419,17,73.107,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.0,34293,2222,ssh_alt,2026-06-26T22:50:13.325024+00:00,1782514213.325024,17,18.048,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
49.88.156.34,45549,23,telnet,2026-06-26T22:50:47.596184+00:00,1782514247.596184,0,5005.192,0.0,0,False,5,0.0,,SYN_ONLY,1
49.88.156.34,45773,23,telnet,2026-06-26T22:50:52.625420+00:00,1782514252.62542,0,5005.138,0.0,0,True,6,0.0,,SYN_ONLY,1
94.231.206.33,33593,2222,ssh_alt,2026-06-26T22:52:09.681558+00:00,1782514329.681558,17,181.053,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.1,35235,2222,ssh_alt,2026-06-26T22:54:13.069259+00:00,1782514453.069259,17,136.489,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.2,58625,2222,ssh_alt,2026-06-26T22:56:11.567472+00:00,1782514571.567472,17,184.651,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.109,56843,2222,ssh_alt,2026-06-26T22:58:11.982585+00:00,1782514691.982585,17,195.824,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.109,46991,2222,ssh_alt,2026-06-26T23:00:07.519982+00:00,1782514807.519982,17,28.639,3.7345,17,True,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.11,57243,2222,ssh_alt,2026-06-26T23:02:17.371652+00:00,1782514937.371652,17,436.085,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.35,37069,2222,ssh_alt,2026-06-26T23:04:07.281786+00:00,1782515047.281786,17,22.772,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.106,51927,2222,ssh_alt,2026-06-26T23:06:10.014909+00:00,1782515170.014909,17,211.866,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.37,59191,2222,ssh_alt,2026-06-26T23:08:08.581587+00:00,1782515288.581587,17,15.19,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.32,59217,2222,ssh_alt,2026-06-26T23:10:10.765364+00:00,1782515410.765364,17,295.94,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.109,60759,2222,ssh_alt,2026-06-26T23:12:09.779861+00:00,1782515529.779861,17,15.77,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.107,51983,2222,ssh_alt,2026-06-26T23:14:08.430848+00:00,1782515648.430848,17,11.551,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.4,43505,2222,ssh_alt,2026-06-26T23:16:10.662688+00:00,1782515770.662688,17,7.284,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.0,45521,2222,ssh_alt,2026-06-26T23:18:12.524654+00:00,1782515892.524654,17,22.538,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.36,48671,2222,ssh_alt,2026-06-26T23:20:09.040177+00:00,1782516009.040177,17,7.709,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.6,41613,2222,ssh_alt,2026-06-26T23:22:23.434861+00:00,1782516143.434861,17,466.149,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.33,38437,2222,ssh_alt,2026-06-26T23:24:07.539019+00:00,1782516247.539019,17,12.135,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.8,58971,2222,ssh_alt,2026-06-26T23:26:12.532660+00:00,1782516372.53266,17,222.279,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.37,50939,2222,ssh_alt,2026-06-26T23:28:07.403122+00:00,1782516487.403122,17,13.741,3.7345,17,False,6,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.37,54573,2222,ssh_alt,2026-06-26T23:30:08.766653+00:00,1782516608.766653,17,40.889,3.7345,17,True,7,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.1,46417,2222,ssh_alt,2026-06-26T23:32:13.964680+00:00,1782516733.96468,17,112.933,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.9,39927,2222,ssh_alt,2026-06-26T23:34:15.176550+00:00,1782516855.17655,17,278.332,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.10,39789,2222,ssh_alt,2026-06-26T23:36:14.878318+00:00,1782516974.878318,17,574.039,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.104,40423,2222,ssh_alt,2026-06-26T23:38:08.920519+00:00,1782517088.920519,17,32.185,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.39,52787,2222,ssh_alt,2026-06-26T23:40:09.647663+00:00,1782517209.647663,17,85.897,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.7,47643,2222,ssh_alt,2026-06-26T23:42:11.725524+00:00,1782517331.725524,17,65.279,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.9,56669,2222,ssh_alt,2026-06-26T23:44:21.790929+00:00,1782517461.790929,17,187.566,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.104,36413,2222,ssh_alt,2026-06-26T23:46:10.303540+00:00,1782517570.30354,17,60.636,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.34,56929,2222,ssh_alt,2026-06-26T23:48:07.641000+00:00,1782517687.641,17,39.9,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
20.221.69.50,38558,6379,redis,2026-06-26T23:48:24.175910+00:00,1782517704.17591,5,0.059,2.3219,5,False,1,0.8,696e666f0a,DATA,1
94.231.206.0,60899,2222,ssh_alt,2026-06-26T23:50:10.525332+00:00,1782517810.525332,17,13.922,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.33,51341,2222,ssh_alt,2026-06-26T23:52:08.682152+00:00,1782517928.682152,17,25.022,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.107,57417,2222,ssh_alt,2026-06-26T23:54:06.979704+00:00,1782518046.979704,17,18.389,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.35,38151,2222,ssh_alt,2026-06-26T23:56:10.727676+00:00,1782518170.727676,17,682.882,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.104,47093,2222,ssh_alt,2026-06-26T23:58:07.415412+00:00,1782518287.415412,17,18.126,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.109,44149,2222,ssh_alt,2026-06-27T00:00:08.128366+00:00,1782518408.128366,17,133.534,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.12,58475,2222,ssh_alt,2026-06-27T00:02:11.839975+00:00,1782518531.839975,17,27.39,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.2,52339,2222,ssh_alt,2026-06-27T00:04:12.326459+00:00,1782518652.326459,17,227.684,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.1,60585,2222,ssh_alt,2026-06-27T00:06:13.389874+00:00,1782518773.389874,17,729.237,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.104,55383,2222,ssh_alt,2026-06-27T00:08:10.360396+00:00,1782518890.360396,17,134.746,3.7345,17,False,6,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.3,49453,2222,ssh_alt,2026-06-27T00:10:12.756007+00:00,1782519012.756007,17,153.839,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.109,51443,2222,ssh_alt,2026-06-27T00:12:10.049797+00:00,1782519130.049797,17,284.237,3.7345,17,False,6,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.1,54345,2222,ssh_alt,2026-06-27T00:14:13.276352+00:00,1782519253.276352,17,220.546,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
16.58.56.214,23814,9999,custom,2026-06-27T00:14:30.622034+00:00,1782519270.622034,1,0.082,0.0,1,False,1,0.0,0a,DATA,1
16.58.56.214,56508,9999,custom,2026-06-27T00:15:19.144911+00:00,1782519319.144911,195,0.082,5.2562,195,True,2,0.9385,474554202f20485454502f312e310d0a486f73743a2031362e3137312e313931,DATA,1
94.231.206.38,48433,2222,ssh_alt,2026-06-27T00:16:10.403491+00:00,1782519370.403491,17,86.145,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
16.58.56.214,31166,9999,custom,2026-06-27T00:16:15.355798+00:00,1782519375.355798,195,0.072,5.2562,195,True,3,0.9385,474554202f20485454502f312e310d0a486f73743a2031362e3137312e313931,DATA,1
16.58.56.214,51690,9999,custom,2026-06-27T00:17:29.615638+00:00,1782519449.615638,261,1000.781,5.9178,261,True,4,0.2069,1603010100010000fc0303cebc1b09948a9f6326b531929d279816a7d8acae47,DATA,1
94.231.206.110,41775,2222,ssh_alt,2026-06-27T00:18:08.202432+00:00,1782519488.202432,17,4.462,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
16.58.56.214,58350,9999,custom,2026-06-27T00:18:10.271488+00:00,1782519490.271488,243,274.842,5.7739,243,True,5,0.2099,16030100ee010000ea030305d8bb22b8097c4f0d2b9f1466d930aadc481593d9,DATA,1
94.231.206.9,54413,2222,ssh_alt,2026-06-27T00:20:14.060783+00:00,1782519614.060783,17,101.014,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.110,37159,2222,ssh_alt,2026-06-27T00:22:08.518551+00:00,1782519728.518551,17,52.766,3.7345,17,True,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
16.58.56.214,46660,3306,mysql,2026-06-27T00:22:11.808800+00:00,1782519731.8088,1,273.779,0.0,1,True,6,0.0,0a,DATA,1
16.58.56.214,46706,3306,mysql,2026-06-27T00:22:14.490029+00:00,1782519734.490029,0,484.679,0.0,0,True,7,0.0,,SYN_ONLY,1
16.58.56.214,20476,3306,mysql,2026-06-27T00:23:11.425455+00:00,1782519791.425455,0,730.789,0.0,0,True,8,0.0,,SYN_ONLY,1
16.58.56.214,56892,3306,mysql,2026-06-27T00:24:07.322619+00:00,1782519847.322619,261,290.892,5.9023,261,True,9,0.2299,1603010100010000fc03032229da9190cc8078ecffaa61af367478058aea35ce,DATA,1
94.231.206.32,51137,2222,ssh_alt,2026-06-27T00:24:10.764971+00:00,1782519850.764971,17,33.608,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
16.58.56.214,42022,3306,mysql,2026-06-27T00:24:44.368968+00:00,1782519884.368968,0,1954.06,0.0,0,True,10,0.0,,SYN_ONLY,1
16.58.56.214,53316,3306,mysql,2026-06-27T00:25:13.029552+00:00,1782519913.029552,243,220.324,5.7727,243,True,11,0.1811,16030100ee010000ea030362d184ba9aa800bab503c052781a06733beb38d268,DATA,1
94.231.206.4,59303,2222,ssh_alt,2026-06-27T00:26:12.520343+00:00,1782519972.520343,17,15.78,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.105,40423,2222,ssh_alt,2026-06-27T00:28:09.612267+00:00,1782520089.612267,17,19.963,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.32,55723,2222,ssh_alt,2026-06-27T00:30:11.336289+00:00,1782520211.336289,17,86.482,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.11,59355,2222,ssh_alt,2026-06-27T00:32:15.485756+00:00,1782520335.485756,17,1066.768,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.34,44923,2222,ssh_alt,2026-06-27T00:34:10.301242+00:00,1782520450.301242,17,374.784,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.109,49133,2222,ssh_alt,2026-06-27T00:36:10.932916+00:00,1782520570.932916,17,91.948,3.7345,17,False,7,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.37,60699,2222,ssh_alt,2026-06-27T00:38:10.054630+00:00,1782520690.05463,17,555.503,3.7345,17,False,8,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.15,34985,2222,ssh_alt,2026-06-27T00:40:14.006946+00:00,1782520814.006946,17,317.875,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.0,58075,2222,ssh_alt,2026-06-27T00:42:14.011816+00:00,1782520934.011816,17,74.97,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.6,36963,2222,ssh_alt,2026-06-27T00:44:13.729636+00:00,1782521053.729636,17,569.4,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.111,44987,2222,ssh_alt,2026-06-27T00:46:11.353138+00:00,1782521171.353138,17,36.134,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.32,53899,2222,ssh_alt,2026-06-27T00:48:07.289468+00:00,1782521287.289468,17,46.798,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.8,53777,2222,ssh_alt,2026-06-27T00:50:11.411518+00:00,1782521411.411518,17,26.838,3.7345,17,False,6,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.8,56219,2222,ssh_alt,2026-06-27T00:52:14.537180+00:00,1782521534.53718,17,232.908,3.7345,17,True,7,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.8,58203,2222,ssh_alt,2026-06-27T00:54:15.339751+00:00,1782521655.339751,17,571.256,3.7345,17,True,8,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.39,42049,2222,ssh_alt,2026-06-27T00:56:09.735176+00:00,1782521769.735176,17,8.53,3.7345,17,False,3,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.109,39747,2222,ssh_alt,2026-06-27T00:58:09.345312+00:00,1782521889.345312,17,8.282,3.7345,17,False,8,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.108,44657,2222,ssh_alt,2026-06-27T01:00:09.043085+00:00,1782522009.043085,17,105.922,3.7345,17,False,1,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.5,44171,2222,ssh_alt,2026-06-27T01:02:12.694836+00:00,1782522132.694836,17,13.98,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.109,44785,2222,ssh_alt,2026-06-27T01:04:10.360293+00:00,1782522250.360293,17,110.846,3.7345,17,False,9,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.35,54083,2222,ssh_alt,2026-06-27T01:06:09.730421+00:00,1782522369.730421,17,122.584,3.7345,17,False,6,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.108,39497,2222,ssh_alt,2026-06-27T01:08:08.451518+00:00,1782522488.451518,17,27.756,3.7345,17,False,2,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.2,52845,2222,ssh_alt,2026-06-27T01:10:11.952966+00:00,1782522611.952966,17,110.442,3.7345,17,False,4,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.2,51145,2222,ssh_alt,2026-06-27T01:12:14.271732+00:00,1782522734.271732,17,22.382,3.7345,17,True,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.7,37949,2222,ssh_alt,2026-06-27T01:14:11.726892+00:00,1782522851.726892,17,285.069,3.7345,17,False,5,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.104,47293,2222,ssh_alt,2026-06-27T01:16:10.304194+00:00,1782522970.304194,17,127.703,3.7345,17,False,7,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.37,52713,2222,ssh_alt,2026-06-27T01:18:10.346706+00:00,1782523090.346706,17,14.157,3.7345,17,False,9,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.11,33933,2222,ssh_alt,2026-06-27T01:20:11.183405+00:00,1782523211.183405,17,39.447,3.7345,17,False,6,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.111,33565,2222,ssh_alt,2026-06-27T01:22:08.972067+00:00,1782523328.972067,17,107.418,3.7345,17,False,6,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
94.231.206.13,36395,2222,ssh_alt,2026-06-27T01:24:11.802774+00:00,1782523451.802774,17,164.314,3.7345,17,False,6,0.8824,5353482d322e302d7065726c7373680d0a,DATA,1
49.88.156.34,59533,23,telnet,2026-06-27T01:25:15.267536+00:00,1782523515.267536,0,5005.162,0.0,0,False,7,0.0,,SYN_ONLY,1
